geo_id,collaboration,count,pct
AD,not_classified,25.0,62.5
AD,task iteration,15.0,37.5
AE,directive,1200.0,39.85386914646297
AE,feedback loop,349.0,11.590833610096315
AE,learning,504.0,16.738625041514446
AE,none,75.0,2.4908668216539356
AE,task iteration,755.0,25.074726004649616
AE,validation,128.0,4.251079375622717
AL,directive,148.0,40.0
AL,feedback loop,58.0,15.675675675675677
AL,learning,59.0,15.945945945945947
AL,not_classified,4.0,1.0810810810810811
AL,task iteration,82.0,22.162162162162165
AL,validation,19.0,5.135135135135135
AM,directive,315.0,38.50855745721272
AM,feedback loop,81.0,9.902200488997554
AM,learning,109.0,13.32518337408313
AM,none,121.0,14.792176039119804
AM,task iteration,158.0,19.315403422982886
AM,validation,34.0,4.156479217603912
AO,directive,113.0,47.47899159663865
AO,feedback loop,18.0,7.563025210084033
AO,learning,44.0,18.487394957983195
AO,not_classified,17.0,7.142857142857142
AO,task iteration,46.0,19.327731092436977
AR,directive,2514.0,40.75875486381323
AR,feedback loop,776.0,12.5810635538262
AR,learning,1232.0,19.974059662775616
AR,none,122.0,1.9779507133592735
AR,task iteration,1273.0,20.638780804150453
AR,validation,251.0,4.069390402075227
AT,directive,856.0,32.92307692307692
AT,feedback loop,303.0,11.653846153846153
AT,learning,675.0,25.961538461538463
AT,none,46.0,1.7692307692307692
AT,task iteration,583.0,22.423076923076923
AT,validation,137.0,5.269230769230769
AU,directive,6734.0,35.90892123926838
AU,feedback loop,1737.0,9.26251799712046
AU,learning,4258.0,22.70570042126593
AU,none,353.0,1.8823654881885563
AU,task iteration,4697.0,25.046659201194476
AU,validation,974.0,5.193835652962193
AZ,directive,170.0,35.12396694214876
AZ,feedback loop,78.0,16.115702479338843
AZ,learning,101.0,20.867768595041323
AZ,not_classified,13.0,2.6859504132231407
AZ,task iteration,107.0,22.107438016528928
AZ,validation,15.0,3.0991735537190084
BA,directive,128.0,35.55555555555556
BA,feedback loop,53.0,14.722222222222223
BA,learning,84.0,23.333333333333332
BA,not_classified,8.0,2.2222222222222223
BA,task iteration,70.0,19.444444444444446
BA,validation,17.0,4.722222222222222
BB,directive,33.0,52.38095238095239
BB,not_classified,11.0,17.46031746031746
BB,task iteration,19.0,30.158730158730158
BD,directive,1450.0,43.70102471368294
BD,feedback loop,413.0,12.447257383966246
BD,learning,531.0,16.00361663652803
BD,none,101.0,3.044002411091019
BD,task iteration,715.0,21.549125979505725
BD,validation,108.0,3.25497287522604
BE,directive,1295.0,35.39218365673681
BE,feedback loop,438.0,11.97048373872643
BE,learning,898.0,24.542224651544135
BE,none,73.0,1.9950806231210712
BE,task iteration,765.0,20.907351735446845
BE,validation,190.0,5.192675594424706
BF,directive,138.0,50.54945054945055
BF,feedback loop,25.0,9.157509157509157
BF,learning,51.0,18.681318681318682
BF,not_classified,13.0,4.761904761904762
BF,task iteration,46.0,16.84981684981685
BG,directive,552.0,35.43003851091143
BG,feedback loop,227.0,14.569961489088575
BG,learning,343.0,22.015404364569964
