task_name,count,pct
"accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.",21.0,0.0021002625328166023
act as advisers to student organizations.,114.0,0.01140142517814727
act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,72.0,0.007200900112514064
"act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",52.0,0.005200650081260158
act as liaisons between on-site managers or tenants and owners.,29.0,0.002900362545318165
adapt instructional content or delivery methods for different levels or types of learners.,519.0,0.05190648831103888
adapt teaching methods and instructional materials to meet students' varying needs and interests.,147.0,0.014701837729716213
adapt text to accommodate musical requirements of composers and singers.,321.0,0.0321040130016252
adapt the quantity of ingredients to match the amount of items to be baked.,50.0,0.005000625078134767
"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",77.0,0.0077009626203275415
"address employee relations issues, such as harassment allegations, work complaints, or other employee concerns.",17.0,0.0017002125265658209
"address legal issues, such as child abuse and discipline, assisting with hearings and providing testimony to inform custody arrangements.",27.0,0.002700337542192774
"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",1427.0,0.14271783972996624
"adjust coaching techniques, based on the strengths and weaknesses of athletes.",24.0,0.002400300037504688
"adjust machine components according to specifications such as widths, lengths, and thickness of materials and amounts of glue, cement, or adhesive required.",19.0,0.0019002375296912114
"adjust or replace defective or improperly functioning circuitry or electronics components, using hand tools or soldering iron.",28.0,0.0028003500437554694
adjust sales scripts to better target the needs and interests of specific individuals.,54.0,0.005400675084385548
"adjust, repair, or replace malfunctioning components or assemblies, using hand tools or soldering irons.",18.0,0.001800225028128516
administer construction contracts.,24.0,0.002400300037504688
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,65.0,0.006500812601575197
"administer highway planning, construction, or maintenance.",57.0,0.005700712589073635
administer online purchasing systems.,132.0,0.013201650206275783
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,45.0,0.00450056257032129
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",96.0,0.009601200150018752
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",186.0,0.01860232529066133
"administer, proctor, or score academic or diagnostic assessments.",227.0,0.02270283785473184
advise and instruct teachers employed in school systems by providing activities such as in-service seminars.,42.0,0.004200525065633205
advise and teach students.,665.0,0.0665083135391924
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",318.0,0.03180397549693712
advise athletes on the proper use of equipment.,23.0,0.002300287535941993
"advise business or other groups on local, national, or international factors affecting the buying or selling of products or services.",37.0,0.0037004625578197278
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",231.0,0.023102887860982625
advise clients about colors and types of makeup and instruct them in makeup application techniques.,48.0,0.004800600075009376
advise clients about proper clothing and shoes.,18.0,0.001800225028128516
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",279.0,0.027903487935992
advise clients on financial and legal matters such as investments and taxes.,920.0,0.09201150143767971
advise clients on how they could be helped by counseling.,463.0,0.04630578822352794
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",1181.0,0.1181147643455432
advise clients on nail care and use of products and colors.,29.0,0.002900362545318165
advise clients on transportation and payment methods.,24.0,0.002400300037504688
"advise clients or community groups on issues related to improving general health, such as diet or exercise.",21.0,0.0021002625328166023
"advise clients or community groups on issues related to sanitation or hygiene, such as flossing or hand washing.",19.0,0.0019002375296912114
advise clients or community groups to ensure parental understanding of the importance of childhood immunizations and how to access immunization services.,17.0,0.0017002125265658209
"advise clients or respond to inquiries about financial matters in person or via phone, email, web site, or internet chat.",18.0,0.001800225028128516
"advise construction firms or government agencies on dam or road construction, foundation design, land use, or resource management.",51.0,0.005100637579697462
advise corporations on issues involving corporate image projects or problems.,61.0,0.006100762595324416
advise customer about or perform maintenance of software system.,50.0,0.005000625078134767
"advise customers concerning equipment operation, maintenance, or programming.",177.0,0.017702212776597073
advise customers of necessary actions and strategies for debt repayment.,104.0,0.010401300162520315
advise customers on plant selection or care.,117.0,0.011701462682835355
advise customers on product usage to improve production.,70.0,0.007000875109388674
advise customers on substitution or modification of parts when identical replacements are not available.,18.0,0.001800225028128516
"advise customers on the selection of medication brands, medical equipment, or healthcare supplies.",46.0,0.004600575071883986
advise customers on use and care of merchandise.,97.0,0.009701212651581448
advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.,24.0,0.002400300037504688
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",86.0,0.0086010751343918
advise farmers or growers of development programs or new equipment or techniques to aid in quality production.,19.0,0.0019002375296912114
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",36.0,0.003600450056257032
advise internal management or business partners on the implementation or operation of compliance programs.,16.0,0.0016002000250031254
"advise licensees or other individuals or groups concerning licensing, permit, or passport regulations.",19.0,0.0019002375296912114
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",558.0,0.055806975871984
"advise management on organizing, preparing, or implementing recruiting or retention programs.",23.0,0.002300287535941993
"advise management on short-term and long-term financial objectives, policies, and actions.",29.0,0.002900362545318165
"advise managers and employees on state and federal employment regulations, collective agreements, benefit and compensation policies, personnel procedures and classification programs.",25.0,0.0025003125390673834
"advise managers on organizational policy matters such as equal employment opportunity and sexual harassment, and recommend needed changes.",35.0,0.003500437554694337
advise or assist in obtaining patents or meeting other legal requirements.,90.0,0.00900112514064258
advise or consult with individuals and institutions regarding issues such as the historical authenticity of materials or the customs of a specific historical period.,17.0,0.0017002125265658209
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",375.0,0.037504688086010755
advise participants in use of heat or ultraviolet treatments and hot baths.,27.0,0.002700337542192774
advise patients about recommended courses of treatment.,21.0,0.0021002625328166023
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",621.0,0.062107763470433806
"advise patients, parents or guardians, and community members concerning diet, activity, hygiene, and disease prevention.",20.0,0.002000250031253907
"advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",44.0,0.004400550068758595
"advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",33.0,0.003300412551568946
