geo_id,collaboration,count,pct
AD,directive,15.0,20.27027027027027
AD,learning,20.0,27.027027027027028
AD,not_classified,16.0,21.62162162162162
AD,task iteration,23.0,31.08108108108108
AE,directive,1533.0,32.589285714285715
AE,feedback loop,438.0,9.311224489795919
AE,learning,904.0,19.217687074829932
AE,none,145.0,3.082482993197279
AE,task iteration,1487.0,31.61139455782313
AE,validation,197.0,4.187925170068027
AL,directive,118.0,30.971128608923888
AL,feedback loop,63.0,16.535433070866144
AL,learning,79.0,20.73490813648294
AL,none,15.0,3.937007874015748
AL,task iteration,87.0,22.83464566929134
AL,validation,19.0,4.986876640419948
AM,directive,153.0,25.28925619834711
AM,feedback loop,90.0,14.87603305785124
AM,learning,157.0,25.950413223140494
AM,none,19.0,3.1404958677685952
AM,task iteration,155.0,25.6198347107438
AM,validation,31.0,5.12396694214876
AO,directive,130.0,34.66666666666667
AO,feedback loop,28.0,7.466666666666668
AO,learning,78.0,20.8
AO,not_classified,25.0,6.666666666666667
AO,task iteration,114.0,30.4
AR,directive,1420.0,28.48545636910732
AR,feedback loop,784.0,15.727181544633902
AR,learning,1106.0,22.18655967903711
AR,none,128.0,2.567703109327984
AR,task iteration,1315.0,26.37913741223671
AR,validation,232.0,4.653961885656971
AT,directive,922.0,26.678240740740737
AT,feedback loop,439.0,12.702546296296296
AT,learning,906.0,26.21527777777778
AT,none,91.0,2.6331018518518516
AT,task iteration,894.0,25.868055555555557
AT,validation,204.0,5.902777777777778
AU,directive,4539.0,28.536401357978118
AU,feedback loop,1656.0,10.411165597887589
AU,learning,3855.0,24.236137306676724
AU,none,474.0,2.980007544322897
AU,task iteration,4504.0,28.31635860681504
AU,validation,878.0,5.519929586319628
AZ,directive,205.0,31.202435312024352
AZ,feedback loop,117.0,17.80821917808219
AZ,learning,151.0,22.98325722983257
AZ,none,21.0,3.1963470319634704
AZ,task iteration,138.0,21.00456621004566
AZ,validation,25.0,3.8051750380517504
BA,directive,111.0,28.17258883248731
BA,feedback loop,68.0,17.258883248730964
BA,learning,90.0,22.84263959390863
BA,not_classified,11.0,2.7918781725888326
BA,task iteration,99.0,25.12690355329949
BA,validation,15.0,3.807106598984772
BB,directive,20.0,25.0
BB,learning,23.0,28.749999999999996
BB,not_classified,12.0,15.0
BB,task iteration,25.0,31.25
BD,directive,884.0,36.125868410298324
BD,feedback loop,287.0,11.728647323252963
BD,learning,489.0,19.98365345320801
BD,none,101.0,4.127503064977524
BD,task iteration,596.0,24.356354720065386
BD,validation,90.0,3.677973028197793
BE,directive,1329.0,27.618453865336654
BE,feedback loop,623.0,12.94679966749792
BE,learning,1142.0,23.732335827098918
BE,none,128.0,2.660016625103907
BE,task iteration,1326.0,27.556109725685786
BE,validation,264.0,5.486284289276807
BF,directive,186.0,42.758620689655174
BF,feedback loop,45.0,10.344827586206897
BF,learning,90.0,20.689655172413794
BF,not_classified,25.0,5.747126436781609
BF,task iteration,89.0,20.45977011494253
BG,directive,437.0,27.852135117909498
BG,feedback loop,233.0,14.850223072020396
BG,learning,383.0,24.410452517527087
BG,none,48.0,3.0592734225621414
BG,task iteration,388.0,24.72912683237731
BG,validation,80.0,5.098789037603569
BH,directive,78.0,30.23255813953488
BH,feedback loop,33.0,12.790697674418606
BH,learning,51.0,19.767441860465116
BH,not_classified,20.0,7.751937984496124
BH,task iteration,76.0,29.457364341085274
BI,directive,21.0,47.72727272727273
BI,not_classified,23.0,52.27272727272727
BJ,directive,200.0,35.97122302158273
BJ,feedback loop,57.0,10.251798561151078
BJ,learning,103.0,18.525179856115106
BJ,not_classified,24.0,4.316546762589928
BJ,task iteration,172.0,30.935251798561154
BN,directive,19.0,26.38888888888889
BN,not_classified,24.0,33.33333333333333
BN,task iteration,29.0,40.27777777777778
BO,directive,253.0,34.75274725274725
BO,feedback loop,74.0,10.164835164835164
BO,learning,159.0,21.84065934065934
BO,none,23.0,3.159340659340659
BO,task iteration,197.0,27.06043956043956
BO,validation,22.0,3.021978021978022
BR,directive,8933.0,34.96555503366213
BR,feedback loop,2969.0,11.621261938312196
BR,learning,4260.0,16.674495068107092
BR,none,702.0,2.7477689055894783
BR,task iteration,7630.0,29.865351495224672
BR,validation,1054.0,4.1255675591044305
BS,directive,21.0,24.418604651162788
BS,learning,18.0,20.930232558139537
BS,not_classified,16.0,18.6046511627907
BS,task iteration,31.0,36.04651162790697
BT,directive,15.0,36.58536585365854
BT,not_classified,26.0,63.41463414634146
BW,directive,53.0,35.810810810810814
BW,learning,30.0,20.27027027027027
BW,not_classified,19.0,12.837837837837837
BW,task iteration,46.0,31.08108108108108
BZ,directive,20.0,37.735849056603776
BZ,not_classified,14.0,26.41509433962264
BZ,task iteration,19.0,35.84905660377358
CA,directive,7158.0,27.634931665508454
CA,feedback loop,2839.0,10.960543587367772
CA,learning,6587.0,25.430468689676474
CA,none,729.0,2.814454482279361
CA,task iteration,7043.0,27.190950505752454
CA,validation,1546.0,5.968651069415489
CG,directive,49.0,33.793103448275865
CG,feedback loop,15.0,10.344827586206897
CG,learning,28.0,19.310344827586206
CG,not_classified,10.0,6.896551724137931
CG,task iteration,43.0,29.655172413793103
CH,directive,1742.0,27.707968824558616
CH,feedback loop,719.0,11.436297121043424
CH,learning,1619.0,25.751550819150626
CH,none,142.0,2.2586289168124702
CH,task iteration,1743.0,27.723874662000952
CH,validation,322.0,5.121679656433911
CI,directive,445.0,42.62452107279693
CI,feedback loop,81.0,7.758620689655173
CI,learning,183.0,17.52873563218391
CI,none,32.0,3.065134099616858
CI,task iteration,285.0,27.298850574712645
CI,validation,18.0,1.7241379310344827
CL,directive,807.0,29.669117647058822
CL,feedback loop,377.0,13.86029411764706
CL,learning,632.0,23.235294117647058
CL,none,78.0,2.8676470588235294
CL,task iteration,711.0,26.139705882352942
CL,validation,115.0,4.227941176470589
CM,directive,459.0,41.055456171735244
CM,feedback loop,90.0,8.050089445438283
CM,learning,240.0,21.46690518783542
CM,none,30.0,2.6833631484794274
CM,task iteration,281.0,25.134168157423968
CM,validation,18.0,1.6100178890876566
CO,directive,2309.0,33.42501447596989
CO,feedback loop,824.0,11.928199189345687
CO,learning,1293.0,18.717429067747542
CO,none,182.0,2.6346265199768384
CO,task iteration,2048.0,29.64678633468442
CO,validation,252.0,3.6479444122756224
CR,directive,239.0,30.958549222797927
CR,feedback loop,85.0,11.010362694300518
CR,learning,193.0,25.0
CR,none,22.0,2.849740932642487
CR,task iteration,206.0,26.683937823834196
CR,validation,27.0,3.4974093264248705
CW,directive,15.0,38.46153846153847
CW,not_classified,9.0,23.076923076923077
CW,task iteration,15.0,38.46153846153847
CY,directive,207.0,30.396475770925107
CY,feedback loop,76.0,11.16005873715125
CY,learning,176.0,25.844346549192366
CY,none,22.0,3.2305433186490458
CY,task iteration,165.0,24.229074889867842
CY,validation,35.0,5.139500734214391
CZ,directive,780.0,25.768087215064423
CZ,feedback loop,438.0,14.469772051536175
CZ,learning,883.0,29.170796167822928
CZ,none,94.0,3.1053848695077635
CZ,task iteration,679.0,22.43145028080608
CZ,validation,153.0,5.054509415262636
DE,directive,8163.0,26.96729435084242
DE,feedback loop,3730.0,12.322431450280806
DE,learning,8308.0,27.446316484968612
DE,none,815.0,2.6924347538817313
DE,task iteration,7638.0,25.23290386521308
DE,validation,1616.0,5.338619094813347
DJ,directive,15.0,39.473684210526315
DJ,not_classified,23.0,60.526315789473685
DK,directive,624.0,24.595979503350414
DK,feedback loop,342.0,13.480488766259361
DK,learning,713.0,28.104059913283407
DK,none,73.0,2.8774142688214424
DK,task iteration,628.0,24.7536460386283
DK,validation,157.0,6.188411509657075
DO,directive,477.0,38.344051446945336
DO,feedback loop,144.0,11.57556270096463
DO,learning,197.0,15.836012861736334
DO,none,27.0,2.1704180064308685
DO,task iteration,344.0,27.652733118971064
DO,validation,55.0,4.421221864951769
DZ,directive,696.0,33.032747982914096
DZ,feedback loop,264.0,12.529663028001897
DZ,learning,463.0,21.97437114380636
DZ,none,61.0,2.895111532985287
DZ,task iteration,558.0,26.483151400094922
DZ,validation,65.0,3.0849549121974373
EC,directive,472.0,39.76411120471778
EC,feedback loop,112.0,9.435551811288963
EC,learning,171.0,14.406065711878686
EC,none,16.0,1.3479359730412805
EC,task iteration,365.0,30.749789385004213
EC,validation,51.0,4.296545914069082
EE,directive,202.0,27.26045883940621
EE,feedback loop,99.0,13.360323886639677
EE,learning,194.0,26.180836707152494
EE,none,24.0,3.2388663967611335
EE,task iteration,184.0,24.831309041835357
EE,validation,38.0,5.128205128205128
EG,directive,1483.0,32.35165794066317
EG,feedback loop,771.0,16.819371727748692
EG,learning,877.0,19.13176265270506
EG,none,131.0,2.857766143106457
EG,task iteration,1136.0,24.781849912739965
EG,validation,186.0,4.057591623036649
ES,directive,4526.0,28.9386189258312
ES,feedback loop,2162.0,13.823529411764707
ES,learning,3434.0,21.956521739130437
ES,none,391.0,2.5
ES,task iteration,4327.0,27.66624040920716
ES,validation,800.0,5.115089514066496
FI,directive,494.0,24.097560975609756
FI,feedback loop,248.0,12.097560975609756
FI,learning,571.0,27.853658536585368
FI,none,75.0,3.6585365853658534
FI,task iteration,522.0,25.463414634146343
FI,validation,140.0,6.829268292682928
FJ,directive,19.0,38.775510204081634
FJ,not_classified,13.0,26.53061224489796
FJ,task iteration,17.0,34.69387755102041
FR,directive,9484.0,29.333168378077445
FR,feedback loop,3953.0,12.226277372262775
FR,learning,7378.0,22.819497711245827
FR,none,701.0,2.1681306445626625
FR,task iteration,9214.0,28.498082395150316
FR,validation,1602.0,4.954843498700978
GA,directive,74.0,38.7434554973822
GA,feedback loop,17.0,8.900523560209423
GA,learning,34.0,17.801047120418847
GA,not_classified,9.0,4.712041884816754
GA,task iteration,57.0,29.84293193717277
GB,directive,10014.0,27.918258105885307
GB,feedback loop,3777.0,10.529984108840502
GB,learning,8753.0,24.402687557500908
GB,none,963.0,2.6847695781872924
GB,task iteration,10284.0,28.67099723995651
GB,validation,2078.0,5.793303409629485
GE,directive,398.0,30.060422960725074
GE,feedback loop,185.0,13.972809667673717
GE,learning,312.0,23.564954682779458
GE,none,43.0,3.2477341389728096
GE,task iteration,329.0,24.848942598187314
GE,validation,57.0,4.305135951661631
GH,directive,632.0,38.56009762050031
GH,feedback loop,149.0,9.090909090909092
GH,learning,357.0,21.781574130567417
GH,none,38.0,2.3184868822452716
GH,task iteration,420.0,25.625381330079318
GH,validation,43.0,2.6235509456985966
GN,directive,42.0,38.18181818181819
GN,learning,28.0,25.454545454545453
GN,not_classified,16.0,14.545454545454545
GN,task iteration,24.0,21.818181818181817
GP,directive,28.0,36.36363636363637
GP,learning,16.0,20.77922077922078
GP,not_classified,6.0,7.792207792207792
GP,task iteration,27.0,35.064935064935064
GR,directive,591.0,28.03605313092979
GR,feedback loop,315.0,14.943074003795068
GR,learning,484.0,22.960151802656547
GR,none,52.0,2.4667931688804554
GR,task iteration,526.0,24.952561669829223
GR,validation,140.0,6.641366223908918
GT,directive,260.0,35.42234332425068
GT,feedback loop,94.0,12.806539509536785
GT,learning,139.0,18.93732970027248
GT,none,22.0,2.997275204359673
GT,task iteration,193.0,26.294277929155314
GT,validation,26.0,3.5422343324250685
GY,directive,17.0,37.77777777777778
GY,not_classified,28.0,62.22222222222222
HN,directive,140.0,38.14713896457766
HN,feedback loop,43.0,11.716621253405995
HN,learning,77.0,20.98092643051771
HN,not_classified,22.0,5.994550408719346
HN,task iteration,85.0,23.160762942779293
HR,directive,294.0,27.121771217712176
HR,feedback loop,160.0,14.760147601476014
HR,learning,283.0,26.1070110701107
HR,none,28.0,2.5830258302583027
HR,task iteration,263.0,24.261992619926197
HR,validation,56.0,5.166051660516605
HT,directive,88.0,37.130801687763714
HT,learning,54.0,22.78481012658228
HT,not_classified,30.0,12.658227848101266
HT,task iteration,65.0,27.42616033755274
HU,directive,471.0,28.59744990892532
HU,feedback loop,249.0,15.1183970856102
HU,learning,412.0,25.01517911353977
HU,none,60.0,3.642987249544627
HU,task iteration,373.0,22.64723740133576
HU,validation,82.0,4.978749241044323
ID,directive,4676.0,36.84210526315789
ID,feedback loop,1241.0,9.777812795461708
ID,learning,2305.0,18.16104632839584
ID,none,322.0,2.537031200756382
ID,task iteration,3714.0,29.262527576426095
ID,validation,434.0,3.41947683580208
IE,directive,714.0,27.706635622817227
IE,feedback loop,283.0,10.98176173845557
IE,learning,691.0,26.814124951493984
IE,none,72.0,2.7939464493597206
IE,task iteration,659.0,25.572370974000773
IE,validation,158.0,6.1311602638727205
IL,directive,1945.0,28.303259604190924
IL,feedback loop,814.0,11.845168800931315
IL,learning,1640.0,23.864959254947614
IL,none,191.0,2.779394644935972
