geo_id,usage_count,usage_pct
AD,40.0,0.004147252341642353
AE,3011.0,0.31218442001712815
AL,370.0,0.03836208416019177
AM,818.0,0.08481131038658613
AO,238.0,0.024676151432772003
AR,6168.0,0.6395063110812509
AT,2600.0,0.26957140220675296
AU,18753.0,1.9443355790704764
AZ,484.0,0.050181753333872474
BA,360.0,0.03732527107478118
BB,63.0,0.006531922438086707
BD,3318.0,0.3440145817392332
BE,3659.0,0.37936990795173425
BF,273.0,0.02830499723170906
BG,1558.0,0.16153547870696966
BH,228.0,0.023639338347361413
BI,59.0,0.0061171972039224705
BJ,527.0,0.054640049601138004
BM,29.0,0.0030067579476907064
BN,61.0,0.006324559821004589
BO,1012.0,0.10492548424355154
BR,35482.0,3.6788201896538495
BS,46.0,0.004769340192888706
BT,60.0,0.006220878512463531
BW,104.0,0.010782856088270119
BZ,38.0,0.003939889724560236
CA,20426.0,2.117794408259668
CG,120.0,0.012441757024927062
CH,4311.0,0.4469701211205046
CI,939.0,0.09735674872005425
CL,4115.0,0.42664858464645705
CM,937.0,0.09714938610297214
CO,7948.0,0.8240590402843356
CR,1211.0,0.12555806464322225
CV,40.0,0.004147252341642353
CW,29.0,0.0030067579476907064
CY,587.0,0.06086092811360154
CZ,3097.0,0.32110101255165924
DE,25143.0,2.6068591406478423
DJ,21.0,0.0021773074793622355
DK,2282.0,0.23660074609069626
DM,17.0,0.0017625822451980003
DO,1131.0,0.11726355995993754
DZ,1958.0,0.20300800212339318
EC,3042.0,0.315398540581901
EE,701.0,0.07268059728728224
EG,5376.0,0.5573907147167323
ES,10582.0,1.0971556069814845
FI,1708.0,0.1770876749881285
FJ,59.0,0.0061171972039224705
FR,21314.0,2.209863410244128
GA,115.0,0.011923350482221765
GB,30474.0,3.1595841964802274
GD,16.0,0.0016589009366569413
GE,1335.0,0.13841454690231356
GF,16.0,0.0016589009366569413
GG,16.0,0.0016589009366569413
GH,1892.0,0.19616503575968333
GM,48.0,0.004976702809970824
GN,77.0,0.00798346075766153
GP,44.0,0.004561977575806589
GR,2188.0,0.22685470308783673
GT,1116.0,0.11570834033182166
GU,28.0,0.0029030766391496474
GY,31.0,0.003214120564772824
HN,433.0,0.044894006598278476
HR,900.0,0.09331317768695295
HT,135.0,0.013996976653042942
HU,1524.0,0.15801031421657366
ID,18030.0,1.8693739929952908
IE,2077.0,0.2153460778397792
IL,10941.0,1.1343771967477247
IM,42.0,0.004354614958724471
IN,68964.0,7.150277762225582
IQ,2840.0,0.2944549162566071
IS,199.0,0.020632580399670707
IT,14383.0,1.4912482607460493
JE,31.0,0.003214120564772824
JM,310.0,0.03214120564772824
JO,893.0,0.09258740852716554
JP,35298.0,3.6597428288822944
KE,4065.0,0.42146451921940414
KG,276.0,0.02861604115733224
KH,733.0,0.07599839916059613
KR,35285.0,3.6583949718712607
KW,344.0,0.03566637013812424
KY,35.0,0.003628845798937059
KZ,1371.0,0.14214707400979165
LA,381.0,0.039502578554143415
LB,698.0,0.07236955336165907
LC,40.0,0.004147252341642353
LI,21.0,0.0021773074793622355
LK,3795.0,0.3934705659133183
LR,36.0,0.003732527107478118
LS,55.0,0.005702471969758236
LT,1045.0,0.10834696742540648
LU,333.0,0.03452587574417259
LV,645.0,0.06687444400898294
