task_name,count,pct
access computerized financial information to answer general questions as well as those related to specific accounts.,35.0,0.0034999999999999996
act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,50.0,0.005
"act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",91.0,0.0091
adapt instructional content or delivery methods for different levels or types of learners.,99.0,0.009899999999999999
adapt teaching methods and instructional materials to meet students' varying needs and interests.,20.0,0.002
adapt text to accommodate musical requirements of composers and singers.,34.0,0.0034
"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",34.0,0.0034
"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",1351.0,0.1351
"adjust coaching techniques, based on the strengths and weaknesses of athletes.",17.0,0.0017
administer construction contracts.,25.0,0.0025
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,341.0,0.0341
"administer highway planning, construction, or maintenance.",19.0,0.0019000000000000002
administer online purchasing systems.,685.0,0.06849999999999999
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",29.0,0.0029
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",20.0,0.002
"administer, proctor, or score academic or diagnostic assessments.",340.0,0.034
advise and teach students.,16.0,0.0015999999999999999
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",44.0,0.0044
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",17.0,0.0017
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",19.0,0.0019000000000000002
advise clients on financial and legal matters such as investments and taxes.,132.0,0.013200000000000002
advise clients on how they could be helped by counseling.,62.0,0.006200000000000001
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",243.0,0.0243
advise corporations on issues involving corporate image projects or problems.,15.0,0.0015
"advise customers concerning equipment operation, maintenance, or programming.",23.0,0.0023
advise customers of necessary actions and strategies for debt repayment.,50.0,0.005
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",18.0,0.0018
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",16.0,0.0015999999999999999
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",43.0,0.0043
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",34.0,0.0034
advise or assist in obtaining patents or meeting other legal requirements.,18.0,0.0018
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",61.0,0.0060999999999999995
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",35.0,0.0034999999999999996
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",18.0,0.0018
advise students on academic and vocational curricula and on career issues.,107.0,0.0107
"advise students on academic and vocational curricula, and on career issues.",15.0,0.0015
"advise students on issues such as course selection, progress toward graduation, and career decisions.",25.0,0.0025
