task_name,count,pct
access computerized financial information to answer general questions as well as those related to specific accounts.,42.0,0.004323100280486864
"accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.",17.0,0.0017498263040065876
act as a liaison between a ship's captain and shore personnel to ensure that schedules and budgets are maintained and that the ship is operated safely and efficiently.,15.0,0.0015439643858881655
act as an intermediary in negotiations between buyers and sellers over property prices and settlement details and during the closing of sales.,53.0,0.005455340830138185
"act as an intermediary in negotiations between buyers and sellers, generally representing one or the other.",100.0,0.010293095905921104
adapt instructional content or delivery methods for different levels or types of learners.,153.0,0.015748436736059288
adapt teaching methods and instructional materials to meet students' varying needs and interests.,51.0,0.005249478912019763
adapt text to accommodate musical requirements of composers and singers.,21.0,0.002161550140243432
"adapt translations to students' cognitive and grade levels, collaborating with educational team members as necessary.",59.0,0.00607292658449345
"address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols.",458.0,0.047142379249118654
"administer and score applicant and employee aptitude, personality, and interest assessment instruments.",31.0,0.0031908597308355417
administer construction contracts.,21.0,0.002161550140243432
administer document and system access rights and revision control to ensure security of system and integrity of master documents.,300.0,0.030879287717763312
"administer highway planning, construction, or maintenance.",23.0,0.0023674120583618537
administer online purchasing systems.,1102.0,0.11342991688325056
administer standardized ability and achievement tests and interpret results to determine students' strengths and areas of need.,24.0,0.002470343017421065
"administer treatments or therapies, such as homeopathy, hydrotherapy, oriental or ayurvedic medicine, electrotherapy and diathermy, using physical agents including air, heat, cold, water, sound, or ultraviolet light to catalyze the body to heal itself.",19.0,0.00195568822212501
"administer, dispense, or prescribe natural medicines such as food or botanical extracts, herbs, dietary supplements, vitamins, nutraceuticals, and amino acids.",26.0,0.0026762049355394868
"administer, proctor, or score academic or diagnostic assessments.",409.0,0.04209876225521731
advise and teach students.,26.0,0.0026762049355394868
"advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",71.0,0.0073080980932039834
"advise client on interior design factors such as space planning, layout and use of furnishings or equipment, and color coordination.",19.0,0.00195568822212501
"advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",24.0,0.002470343017421065
advise clients on financial and legal matters such as investments and taxes.,99.0,0.010190164946861893
advise clients on how they could be helped by counseling.,80.0,0.008234476724736883
"advise clients on market conditions, prices, mortgages, legal requirements and related matters.",266.0,0.027379635109750135
advise corporations on issues involving corporate image projects or problems.,19.0,0.00195568822212501
"advise customers concerning equipment operation, maintenance, or programming.",26.0,0.0026762049355394868
advise customers of necessary actions and strategies for debt repayment.,54.0,0.005558271789197396
advise customers on use and care of merchandise.,20.0,0.0020586191811842207
"advise farmers and demonstrate techniques in areas such as feeding and health maintenance of livestock, growing and harvesting practices, and financial planning.",30.0,0.003087928771776331
"advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",28.0,0.002882066853657909
"advise management concerning personnel, managerial, and marketing policies and practices and their potential effects on organizational effectiveness and efficiency.",46.0,0.004734824116723707
"advise management regarding customer satisfaction, product performance, or suggestions for product improvements.",40.0,0.004117238362368441
advise or assist in obtaining patents or meeting other legal requirements.,36.0,0.0037055145261315975
"advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",104.0,0.010704819742157947
"advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",29.0,0.00298499781271712
"advise retail customers or internal users on the appropriateness of parts, supplies, or materials requested.",26.0,0.0026762049355394868
advise students on academic and vocational curricula and on career issues.,109.0,0.011219474537454003
"advise students on academic and vocational curricula, and on career issues.",18.0,0.0018527572630657988
analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.,67.0,0.00689637425696714
analyze and classify risks and investments to determine their potential impacts on companies.,203.0,0.02089498468901984
analyze and evaluate robotic systems or prototypes.,19.0,0.00195568822212501
"analyze and evaluate security operations to identify risks or opportunities for improvement through auditing, review, or assessment.",1710.0,0.17601193999125087
analyze and interpret data to increase the understanding of human social behavior.,86.0,0.008852062479092149
analyze and interpret news and information received from various sources to broadcast the information.,96.0,0.00988137206968426
"analyze and interpret patient, nursing, or information systems data to improve nursing services.",27.0,0.002779135894598698
"analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",80.0,0.008234476724736883
"analyze and interpret results from tests such as microbial or parasite tests, urine analyses, hormonal assays, fine needle aspirations (fnas), and polymerase chain reactions (pcrs).",64.0,0.006587581379789507
analyze and maintain data logs for audio-visual activities.,38.0,0.00391137644425002
analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.,20.0,0.0020586191811842207
analyze and record personnel or operational data and write related activity reports.,45.0,0.004631893157664497
"analyze and record test data to issue reports that use charts, graphs, or narratives.",356.0,0.03664342142507913
analyze and report computer network security breaches or attempted breaches.,2341.0,0.24096137515761304
"analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",21.0,0.002161550140243432
"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",138.0,0.014204472350171122
analyze characteristics of animals to identify and classify them.,385.0,0.039628419237796246
analyze clinical data using appropriate statistical tools.,21.0,0.002161550140243432
"analyze competitive market strategies through analysis of related product, market, or share trends.",39.0,0.004014307403309231
analyze completed police reports to determine what additional information and investigative work is needed.,15.0,0.0015439643858881655
"analyze computer and information technologies to determine applicability to nursing practice, education, administration and research.",29.0,0.00298499781271712
analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,46.0,0.004734824116723707
"analyze data from surveys, old records, or case studies, using statistical software.",123.0,0.012660507964282957
"analyze data such as interview notes, test results, and reference manuals to identify symptoms and to diagnose the nature of clients' problems.",46.0,0.004734824116723707
analyze data to assess distance learning program status or to inform decisions for distance learning programs.,64.0,0.006587581379789507
analyze data to determine answers to questions from customers or members of the public.,510.0,0.05249478912019762
"analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",15.0,0.0015439643858881655
analyze details of sales territories to assess their growth potential and to set quotas.,42.0,0.004323100280486864
"analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",52.0,0.0053524098710789735
analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,83.0,0.008543269601914516
"analyze electronics system requirements, capacity, cost, or customer needs to determine project feasibility.",17.0,0.0017498263040065876
analyze employment-related data and prepare required reports.,59.0,0.00607292658449345
analyze environmental aspects of competing merchandise when making buying decisions.,26.0,0.0026762049355394868
analyze equipment performance records to assess equipment functioning.,92.0,0.009469648233447415
"analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.",36.0,0.0037055145261315975
analyze experimental data and interpret results to write reports and summaries of findings.,1391.0,0.14317696405136254
"analyze financial data to detect irregularities in areas such as billing trends, financial relationships, and regulatory compliance procedures.",22.0,0.002264481099302643
analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,348.0,0.03581997375260544
analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.,85.0,0.008749131520032939
"analyze geographic distributions of physical and cultural phenomena on local, regional, continental, or global scales.",40.0,0.004117238362368441
"analyze geographic information systems (gis) data to identify spatial relationships or display results of analyses, using maps, graphs, or tabular data.",94.0,0.009675510151565838
analyze information from traffic counting programs.,52.0,0.0053524098710789735
analyze information obtained from management to conceptualize and define operational problems.,488.0,0.05023030802089499
"analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling and information engineering.",134.0,0.01379274851393428
"analyze information to determine, recommend, and plan computer specifications and layouts, and peripheral equipment modifications.",273.0,0.028100151823164613
"analyze information to determine, recommend, and plan installation of a new system or modification of an existing system.",94.0,0.009675510151565838
"analyze information to determine, recommend, and plan layout, including type of computers and peripheral equipment modifications.",824.0,0.0848151102647899
"analyze job requirements and content to establish criteria for classification, selection, training, and other related personnel functions.",62.0,0.006381719461671083
analyze laboratory findings to check the accuracy of the results.,200.0,0.020586191811842208
analyze market conditions to determine optimum times to execute securities transactions.,967.0,0.09953423741025708
"analyze menus or recipes, standardize recipes, or test new products.",21.0,0.002161550140243432
