geo_id,usage_count,usage_pct
AD,74.0,0.0073999999999999995
AE,4704.0,0.4704
AG,26.0,0.0026
AL,381.0,0.0381
AM,605.0,0.0605
AO,375.0,0.0375
AR,4985.0,0.4985
AT,3456.0,0.34559999999999996
AU,15906.0,1.5906
AW,31.0,0.0031000000000000003
AZ,657.0,0.06570000000000001
BA,394.0,0.0394
BB,80.0,0.008
BD,2447.0,0.2447
BE,4812.0,0.4812
BF,435.0,0.0435
BG,1569.0,0.1569
BH,258.0,0.025799999999999997
BI,44.0,0.0044
BJ,556.0,0.0556
BM,29.0,0.0029
BN,72.0,0.0072
BO,728.0,0.0728
BR,25548.0,2.5548
BS,86.0,0.0086
BT,41.0,0.0041
BW,148.0,0.014799999999999999
BZ,53.0,0.0053
CA,25902.0,2.5902000000000003
CG,145.0,0.0145
CH,6287.0,0.6287
CI,1044.0,0.1044
CL,2720.0,0.272
CM,1118.0,0.11180000000000001
CO,6908.0,0.6908
CR,772.0,0.0772
CV,39.0,0.0039
CW,39.0,0.0039
CY,681.0,0.0681
CZ,3027.0,0.3027
DE,30270.0,3.0269999999999997
DJ,38.0,0.0038000000000000004
DK,2537.0,0.25370000000000004
DO,1244.0,0.12440000000000001
DZ,2107.0,0.2107
EC,1187.0,0.11869999999999999
EE,741.0,0.0741
EG,4584.0,0.45840000000000003
ES,15640.0,1.564
FI,2050.0,0.20500000000000002
FJ,49.0,0.0049
FR,32332.0,3.2332
GA,191.0,0.019100000000000002
GB,35869.0,3.5869
GD,15.0,0.0015
GE,1324.0,0.13240000000000002
GF,19.0,0.0019000000000000002
GG,25.0,0.0025
GH,1639.0,0.16390000000000002
GI,26.0,0.0026
GM,20.0,0.002
GN,110.0,0.011000000000000001
GP,77.0,0.0077
GR,2108.0,0.21080000000000002
GT,734.0,0.07339999999999999
GU,26.0,0.0026
GY,45.0,0.0045000000000000005
HN,367.0,0.036699999999999997
HR,1084.0,0.1084
HT,237.0,0.0237
HU,1647.0,0.1647
ID,12692.0,1.2692
IE,2577.0,0.2577
IL,6872.0,0.6871999999999999
IM,47.0,0.004699999999999999
IN,61627.0,6.1627
IQ,2580.0,0.258
IS,198.0,0.019799999999999998
IT,17373.0,1.7372999999999998
JE,46.0,0.0046
JM,368.0,0.0368
JO,682.0,0.0682
JP,29128.0,2.9128000000000003
KE,3338.0,0.3338
KG,450.0,0.045
KH,467.0,0.046700000000000005
KM,15.0,0.0015
KR,29075.0,2.9075
KW,455.0,0.0455
KY,72.0,0.0072
KZ,2026.0,0.2026
LA,168.0,0.0168
LB,714.0,0.0714
LC,26.0,0.0026
LI,31.0,0.0031000000000000003
LK,2451.0,0.2451
LR,39.0,0.0039
LS,27.0,0.0026999999999999997
LT,1147.0,0.1147
LU,520.0,0.052
LV,713.0,0.0713
MA,4325.0,0.4325
MC,49.0,0.0049
MD,631.0,0.0631
ME,168.0,0.0168
MF,19.0,0.0019000000000000002
MG,515.0,0.051500000000000004
MK,408.0,0.0408
MN,243.0,0.0243
MQ,103.0,0.0103
MR,96.0,0.009600000000000001
MT,340.0,0.034
MU,319.0,0.0319
MV,156.0,0.0156
MW,124.0,0.012400000000000001
MX,9757.0,0.9757
MY,3921.0,0.3921
MZ,225.0,0.0225
NA,151.0,0.0151
NC,47.0,0.004699999999999999
NE,101.0,0.0101
NG,7704.0,0.7704
NL,10296.0,1.0295999999999998
NO,2619.0,0.26189999999999997
NONE,2340.0,0.234
NP,1584.0,0.15839999999999999
NZ,2739.0,0.27390000000000003
OM,359.0,0.0359
PA,559.0,0.055900000000000005
PE,3354.0,0.33540000000000003
PF,83.0,0.0083
PG,52.0,0.0052
PH,9281.0,0.9280999999999999
PK,8699.0,0.8699
PL,9310.0,0.931
PR,587.0,0.058699999999999995
PS,259.0,0.0259
PT,4406.0,0.4406
PY,515.0,0.051500000000000004
QA,634.0,0.0634
RE,340.0,0.034
RO,3833.0,0.38330000000000003
RS,1643.0,0.1643
RW,504.0,0.0504
SA,3698.0,0.3698
SE,4885.0,0.48849999999999993
SG,5499.0,0.5499
SI,764.0,0.07640000000000001
SK,1089.0,0.1089
SL,59.0,0.0059
SM,18.0,0.0018
SN,892.0,0.0892
SR,38.0,0.0038000000000000004
SV,475.0,0.0475
SZ,42.0,0.0042
TD,90.0,0.009000000000000001
TG,296.0,0.029599999999999998
TH,6217.0,0.6217
TJ,136.0,0.0136
TL,19.0,0.0019000000000000002
TN,1851.0,0.1851
TR,9170.0,0.9169999999999999
TT,184.0,0.0184
TW,5930.0,0.5930000000000001
TZ,492.0,0.0492
UA,5501.0,0.5501
UG,480.0,0.048
US,222372.0,22.237199999999998
UY,593.0,0.0593
UZ,861.0,0.0861
VC,18.0,0.0018
VI,19.0,0.0019000000000000002
VN,6306.0,0.6306
XK,98.0,0.0098
ZA,4107.0,0.41070000000000007
ZM,320.0,0.032
ZW,362.0,0.0362
not_classified,181586.0,18.1586
