date,occ_group,age_group,count,percap,emp_diff_chatgpt12,emp_ratio_chatgpt12,emp_diff_agentic12,emp_ratio_agentic12
2021-01-16,Customer service agents,1,1474.0,0.002056938399300027,-0.00016615182223096757,0.9252608730757934,-0.0002957952315706101,0.8742759368551424
2021-02-16,Customer service agents,1,1426.0,0.0019899553306661046,-0.00023313489086488996,0.8951302611981555,-0.00036277830020453247,0.8458056214080277
2021-03-16,Customer service agents,1,1440.0,0.002009492059017665,-0.00021359816251332936,0.9039183563291332,-0.00034324157185297187,0.8541094634134362
2021-04-16,Customer service agents,1,1420.0,0.0019828718967007525,-0.00024021832483024207,0.8919439604818158,-0.0003698617341698846,0.8427948964060942
2021-05-16,Customer service agents,1,1446.0,0.0020191780018516113,-0.0002039122196793833,0.9082753287723279,-0.0003335556290190258,0.8582263522557833
2021-06-16,Customer service agents,1,1508.0,0.002105754098749813,-0.00011733612278118149,0.9472193608497029,-0.000246979532120824,0.8950244392819647
2021-07-16,Customer service agents,1,1568.0,0.0021909876072263466,-3.210261430464795e-05,0.9855594640317659,-0.00016174602364429046,0.9312518758936447
2021-08-16,Customer service agents,1,1530.0,0.002137889693275708,-8.520052825528642e-05,0.9616747321228327,-0.00021484393759492893,0.9086832717584671
2021-09-16,Customer service agents,1,1472.0,0.0020568455088247335,-0.00016624471270626105,0.9252190886828822,-0.00029588812204590356,0.8742364549205645
2021-10-16,Customer service agents,1,1497.0,0.0020931734859098803,-0.00012991673562111426,0.9415602955008981,-0.00025956014496075677,0.8896772071623316
2021-11-16,Customer service agents,1,1502.0,0.002100164713317729,-0.0001229255082132656,0.944705119467167,-0.0002525689175529081,0.8926487409203888
2021-12-16,Customer service agents,1,1512.0,0.0021141471681334263,-0.00010894305339756829,0.9509947673997048,-0.0002385864627372108,0.8985918084365032
2022-01-16,Customer service agents,1,1479.0,0.002068216174037804,-0.00015487404749319053,0.9303338901888867,-0.00028451745683283304,0.8790694139363552
2022-02-16,Customer service agents,1,1513.0,0.002115761373440972,-0.00010732884809002254,0.9517208761702404,-0.00023697225742966505,0.8992779062107542
