date,sector,age_group,ai_q,fte,percap,fte_diff_chatgpt12,fte_ratio_chatgpt12,fte_diff_agentic12,fte_ratio_agentic12
2021-01-16,1,1,1,1449146.8977691222,2.0222563773730107,-0.06568286111772581,0.9685417755905558,-0.07170861089898573,0.9657546275603386
2021-02-16,1,1,1,1430285.0033950466,1.9959349697600004,-0.09200426873073608,0.9559353706110523,-0.098030018511996,0.9531844997117677
2021-03-16,1,1,1,1409335.336628759,1.9667001162836664,-0.12123912220707012,0.9419335965472311,-0.12726487198833003,0.9392230181969982
2021-04-16,1,1,1,1448689.5877588976,2.022933711697265,-0.06500552679347127,0.9688661788642564,-0.07103127657473118,0.9660780973069906
2021-05-16,1,1,1,1470691.3765385365,2.053656760041133,-0.03428247844960364,0.9835807106750939,-0.04030822823086355,0.9807502854839387
2021-06-16,1,1,1,1484951.7810682682,2.073569827208449,-0.014369411282287636,0.9931178977733689,-0.02039516106354755,0.9902600276615043
2021-07-16,1,1,1,1617997.9797120085,2.2608504605014517,0.17291122201071518,1.0828142978603648,0.16688547222945527,1.0796983106996332
2021-08-16,1,1,1,1674815.487562284,2.34024233267839,0.2523030941876536,1.1208383316604704,0.2462773444063937,1.1176129237049133
2021-09-16,1,1,1,1543554.5886866085,2.1568297033735457,0.06889046488280925,1.032994477814693,0.06286471510154934,1.030021855882809
2021-10-16,1,1,1,1462140.802316867,2.044431770258294,-0.04350746823244256,0.9791624835481841,-0.049533218013702474,0.9763447725768429
2021-11-16,1,1,1,1443314.6828259826,2.0181082337446727,-0.06983100474606374,0.9665550589505942,-0.07585675452732366,0.9637736280443147
2021-12-16,1,1,1,1470352.9018492964,2.055914301323714,-0.03202493716702248,0.9846619400715072,-0.0380506869482824,0.9818284034540219
2022-01-16,1,1,1,1455399.2808405603,2.0352132064350474,-0.05272603205568904,0.97474733407769,-0.05875178183694896,0.9719423284696691
2022-02-16,1,1,1,1461165.7423265276,2.0432769582350767,-0.04466228025565977,0.9786093965608196,-0.050688030036919685,0.9757932771938327
2022-03-16,1,1,1,1429000.8712152487,1.9982979814479314,-0.08964125704280512,0.957067114123684,-0.09566700682406504,0.9543129864348819
2022-04-16,1,1,1,1480245.3698153696,2.0690578538695727,-0.018881384621163733,0.9909569281169254,-0.024907134402423647,0.9881052765724714
2022-05-16,1,1,1,1449645.085423676,2.026285378412228,-0.06165386007850859,0.9704714299430116,-0.06767960985976851,0.9676787289955503
2022-06-16,1,1,1,1504539.6910164896,2.103015978049942,0.015076739559205521,1.007220870838226,0.009050989777945606,1.0043224169595188
2022-07-16,1,1,1,1618164.3318906757,2.2608301795636057,0.17289094107286918,1.0828045844848642,0.16686519129160926,1.079688625276066
2022-08-16,1,1,1,1640042.842029992,2.291397900673279,0.2034586621825425,1.0974447236930192,0.19743291240128258,1.094286634928032
2022-09-16,1,1,1,1517131.5372341638,2.1196714685579017,0.03173223006716519,1.0151978704562796,0.025706480285905275,1.0122764613686874
2022-10-16,1,1,1,1456606.20153077,2.034201421575864,-0.05373781691487256,0.9742627486833779,-0.059763566696132475,0.9714591375544196
2022-11-16,1,1,1,1453994.3104838077,2.030553824527912,-0.05738541396282448,0.9725157643934574,-0.0634111637440844,0.969717180516751
2022-12-16,1,1,1,1490401.0060900052,2.0813970461750375,-0.006542192315698969,0.9968666749515048,-0.012567942096958884,0.9939980170789148
2023-01-16,1,1,1,1448850.137532975,2.023025129901666,-0.06491410858907054,0.9689099628033268,-0.07093985837033046,0.9661217552501333
2023-02-16,1,1,1,1467770.3316487942,2.049443340569123,-0.038495897921613675,0.9815627307481225,-0.04452164770287359,0.9787381126464707
2023-03-16,1,1,1,1435687.4495899815,2.0046461079476967,-0.08329313054303977,0.9601074930689802,-0.08931888032429969,0.9573446161590274
2023-04-16,1,1,1,1493524.5023870175,2.085587274686982,-0.0023519638037545754,0.9988735477736149,-0.00837771358501449,0.9959991147741548
2023-05-16,1,1,1,1479747.3359453438,2.066348565870303,-0.02159067262043335,0.9896593386328425,-0.027616422401693264,0.9868114211286392
2023-06-16,1,1,1,1507728.1984304956,2.1054215979099724,0.017482359419235927,1.008373021157394,0.011456609637976012,1.0054712517650213
2023-07-16,1,1,1,1633990.46169974,2.281940668776948,0.19400143028621164,1.0929152662634212,0.18797568050495173,1.0897702118028607
2023-08-16,1,1,1,1653507.100508374,2.3091965266654477,0.22125728817471124,1.1059692179235285,0.21523153839345133,1.1027865984383374
2023-09-16,1,1,1,1532848.5130108069,2.14069141950499,0.05275218101425372,1.0252651897343457,0.046726431232993804,1.0223148101781558
