age_group,ai_q,k,coef,se_naive,se,n_obs,n_occ,n_boot
1,1,-22,-0.0540101688304377,0.0595694252698945,0.0498360489958471,24366,393,200
1,1,-21,-0.0373561796610261,0.0479475462235957,0.049933259738767,24366,393,200
1,1,-20,-0.0287413382320098,0.040643984878893,0.044108929281812,24366,393,200
1,1,-19,-0.0314841772479336,0.0388393397056608,0.0418403328158295,24366,393,200
1,1,-18,-0.028648092567484,0.0411137159920231,0.0434436460920001,24366,393,200
1,1,-17,-0.0377680267380402,0.0489992183271438,0.0415384508012008,24366,393,200
1,1,-16,-0.0362101557608008,0.0499513688333387,0.041880280612085,24366,393,200
1,1,-15,-0.0379417170935091,0.0444137437632092,0.0386314874409054,24366,393,200
1,1,-14,-0.0231810347251673,0.0257603829893512,0.0346492583782304,24366,393,200
1,1,-13,-0.02195527409729,0.0219348777972359,0.0287124823600828,24366,393,200
1,1,-12,-0.0159773840931007,0.0228703639526356,0.0264906239424879,24366,393,200
1,1,-11,-0.0186284801764059,0.0268133587423423,0.025887428021602,24366,393,200
1,1,-10,-0.0182951457120875,0.0483797321750108,0.0387938502448016,24366,393,200
1,1,-9,-0.0148262625094458,0.029844435880276,0.0290311686286332,24366,393,200
1,1,-8,-0.0106922531517659,0.0218188527493552,0.0228746187064551,24366,393,200
1,1,-7,-0.00883384647693881,0.0227449104133051,0.0208031989851408,24366,393,200
1,1,-6,-0.00511260476851689,0.0220269256168223,0.0175412004824516,24366,393,200
1,1,-5,0.00435463802229542,0.0297889267815605,0.0113745886250602,24366,393,200
1,1,-4,0.00162606650758968,0.0302068949698426,0.00883560300733598,24366,393,200
1,1,-3,7.24217173085386e-05,0.0259543859277374,0.0074493397123469,24366,393,200
1,1,-2,-0.00212925057037117,0.00895499147617445,0.0043053062603061,24366,393,200
1,1,-1,0,0,0,24366,393,200
1,1,0,-0.00518952917041753,0.00437374883655163,0.0037671373753379,24366,393,200
1,1,1,0.0040956556913966,0.00804168651182335,0.00683077221025806,24366,393,200
1,1,2,0.00294612451674141,0.0214234590471828,0.0111877128553422,24366,393,200
1,1,3,-0.00484033891185305,0.0136806710648205,0.0115766167710169,24366,393,200
1,1,4,-0.00522827820868157,0.0138259010048292,0.0120846832554249,24366,393,200
1,1,5,-0.00453507146886211,0.0131492427518614,0.0146407809599774,24366,393,200
1,1,6,-0.0102862914766325,0.0122475496887729,0.0180359400637252,24366,393,200
1,1,7,-0.0113606713383524,0.0154055828509158,0.0203332243515569,24366,393,200
1,1,8,-0.00955429589029298,0.0178388826105231,0.023682753652253,24366,393,200
1,1,9,-0.000252235916263773,0.0188994824148464,0.0276865587266187,24366,393,200
1,1,10,-0.00290738512549357,0.0237833082816848,0.0286380604270586,24366,393,200
1,1,11,-0.00248972877143434,0.0217787613432977,0.0289425100997243,24366,393,200
1,1,12,-0.000155701665480155,0.0219770308638476,0.0313267084779098,24366,393,200
1,1,13,-0.00277218493317946,0.0207639170546346,0.0342985616125409,24366,393,200
1,1,14,0.00750090340825925,0.0220193546467381,0.0380063707882182,24366,393,200
1,1,15,-0.00220940857549746,0.0273548425707158,0.0375479542323065,24366,393,200
1,1,16,-0.0124481412650306,0.0272624208555069,0.0334023761049396,24366,393,200
1,1,17,-0.010609473760263,0.0243279559459965,0.0324372835787792,24366,393,200
1,1,18,-0.00920581657003742,0.0228306414982957,0.0349196351198167,24366,393,200
1,1,19,-0.00669543423475477,0.0186906934414856,0.0353059355007612,24366,393,200
1,1,20,-0.00481109018064428,0.0226975652559958,0.0405231122692204,24366,393,200
1,1,21,-0.00864951992735682,0.0250884549719281,0.0418016626943347,24366,393,200
1,1,22,-0.0166906692573584,0.0339569308399397,0.042281621706857,24366,393,200
1,1,23,-0.0183727344522908,0.0324854584812472,0.042140067247227,24366,393,200
1,1,24,-0.0195743338164184,0.0316007508460262,0.0432571036066688,24366,393,200
1,1,25,-0.0216947534669717,0.0285417092887631,0.0448930781487686,24366,393,200
1,1,26,-0.00206557517129352,0.0292211146821333,0.0502960914751138,24366,393,200
1,1,27,-0.0248269927606319,0.0354320344879445,0.0484167240600604,24366,393,200
1,1,28,-0.0258316787421956,0.0347809497377461,0.0448085998149439,24366,393,200
1,1,29,-0.0266374410952457,0.0338902561539011,0.0468677812600187,24366,393,200
1,1,30,-0.0266619349015382,0.028704402305855,0.0417405868621168,24366,393,200
1,1,31,-0.0243509866591246,0.0261968890630925,0.0521152482320207,24366,393,200
1,1,32,-0.0233303219945999,0.0292194879238012,0.0528251636630783,24366,393,200
1,1,33,-0.0250609441734624,0.0299823751454502,0.0499369541244993,24366,393,200
1,1,34,-0.0388773754968456,0.0377167446235841,0.0475924538054042,24366,393,200
1,1,35,-0.037110203759821,0.0395510673467828,0.051674536407757,24366,393,200
1,1,36,-0.0310970527474391,0.0376950274802726,0.0512738941831147,24366,393,200
1,1,37,-0.0309773792875558,0.0344955600786369,0.0535073906580776,24366,393,200
1,1,38,-0.0185330531220302,0.0336989531146487,0.0560952409102319,24366,393,200
1,1,39,-0.0410072079889693,0.0392782956768571,0.0539570126563217,24366,393,200
1,2,-22,-0.115755654701958,0.0986790574607603,0.0827980660446915,24366,393,200
1,2,-21,-0.106310271238369,0.100171764620733,0.0851456203479472,24366,393,200
1,2,-20,-0.103614552031956,0.0987802535994947,0.0861981805137519,24366,393,200
1,2,-19,-0.108592283228748,0.102409992945528,0.0892959269586569,24366,393,200
1,2,-18,-0.103838985761754,0.0977144270134091,0.0882967796923114,24366,393,200
1,2,-17,-0.0821170583397241,0.0714030740195311,0.0674286833277717,24366,393,200
1,2,-16,-0.0600289823633448,0.0569660554511716,0.0543865656211432,24366,393,200
1,2,-15,-0.0449949630227899,0.0484586650276142,0.0455606451946892,24366,393,200
1,2,-14,-0.0282705567137317,0.0294241878418196,0.0414944074299762,24366,393,200
1,2,-13,-0.0165537983667545,0.0262102950742676,0.0343108431793884,24366,393,200
1,2,-12,0.00150336990072833,0.0309468757973039,0.0323429405291263,24366,393,200
1,2,-11,-0.0139209268614409,0.0351572534668024,0.0294375411391792,24366,393,200
1,2,-10,-0.0328037361825299,0.060725900329402,0.046325404425625,24366,393,200
1,2,-9,-0.0234554834857885,0.0487868283091815,0.0343093174952894,24366,393,200
1,2,-8,-0.0113556536110382,0.0347009398011579,0.0231783339638552,24366,393,200
1,2,-7,0.00209598523811153,0.0300318212515,0.0216573080854298,24366,393,200
1,2,-6,0.00614562177046081,0.0262770277761489,0.0188289955249854,24366,393,200
1,2,-5,0.0119831508344065,0.0321489161602933,0.0114934794951322,24366,393,200
1,2,-4,0.00111521174617112,0.0354471926176155,0.00927318156696456,24366,393,200
1,2,-3,0.00381028085105814,0.0340151648465491,0.00920702978346828,24366,393,200
1,2,-2,0.00190896117601286,0.0118919093815723,0.00452659375459194,24366,393,200
1,2,-1,0,0,0,24366,393,200
1,2,0,-0.00350549269802282,0.00686318387855669,0.00582090895622791,24366,393,200
