vintage,cutoff,g1,g5,ki,se,ci_lo,ci_hi,n_post_months
1,2025-04,0.4018758000898126,-0.2035346676073413,-0.6029872080304477,0.49729397556619204,-1.5520078513355653,0.33571232275162094,3
2,2025-05,0.5913167953176535,-0.5330547622634518,-1.1177620428898138,0.7081819429104902,-2.4753495311095106,0.23458649048886424,4
3,2025-06,0.7652358539199433,-0.40402676612595334,-1.1603829536418586,0.9318489426271833,-3.0149947833371153,0.5052226265590686,5
4,2025-07,1.0860810541235777,-0.5684900090684897,-1.6367941520120666,1.30521792001841,-4.066586487166733,0.938190661071373,6
5,2025-08,0.7364826906202993,-1.370563566893046,-2.091641678600653,1.4051845358786839,-4.844784939164832,0.6549457565741029,7
6,2025-09,0.13761144102140133,-2.4382060255111027,-2.57227771809756,1.497579923560741,-5.391402234223043,0.43646986745162114,8
7,2025-10,-0.33273069480173056,-3.1996495522408686,-2.876489822009809,1.466066353549457,-5.523054469693339,0.19646870372703332,9
8,2025-11,-0.36912787238875255,-3.5686736066792513,-3.2113999064390275,1.5553446376839841,-6.027535263186897,0.029197800117804887,10
9,2025-12,-0.055318186638342315,-3.8479629202581855,-3.7947439171423736,1.481856988072547,-6.455260829890862,-0.859602507940388,11
10,2026-01,0.813667915842009,-3.7472235927896835,-4.524080516978179,1.7066299118125055,-7.940707990039622,-1.2198444199072256,12
11,2026-02,1.0754842455388491,-3.7154486030915423,-4.739955375323223,1.7683866867482505,-8.10367833091454,-1.1290544988378821,13
12,2026-03,1.0742722456223097,-3.7178557078126007,-4.7411946155689115,1.7303489092898408,-7.858747239879841,-1.432149848229726,14
13,2026-04,-0.07100397941386394,-4.435724395146057,-4.367821742983413,1.8481771418600448,-7.776086779522097,-0.584046767257569,15
14,2026-05,-0.8031996764353511,-4.72492019566949,-3.9534748161655364,1.8280968837580605,-7.251514320739599,-0.2109351254695887,16
15,2026-06,-1.5776630665816138,-4.597783378331943,-3.0685313983078943,1.94741458374274,-6.73985739376955,1.1951013316917896,17
